Date,Sentiment_Scores
2014-08-07,[0.15387398 0.14702892 0.168329   0.29738772 0.23338035]
2014-08-08,[0.33178636 0.22124751 0.17183128 0.18209161 0.09304317]
2014-08-11,[0.15551926 0.25470966 0.25776753 0.21594968 0.11605383]
2014-08-12,[0.3787645  0.3448049  0.18363352 0.06530729 0.02748978]
2014-08-13,[0.22471914 0.33590114 0.22992747 0.14876987 0.06068246]
2014-08-14,[0.33573765 0.21684472 0.14210624 0.16718283 0.13812862]
2014-08-15,[0.46400124 0.23980361 0.12549499 0.10892407 0.06177605]
2014-08-18,[0.16882902 0.14933766 0.14549787 0.26793313 0.26840228]
2014-08-19,[0.37809816 0.26191872 0.1783141  0.11688059 0.06478851]
2014-08-20,[0.10578702 0.15086627 0.17187512 0.33124742 0.24022424]
2014-08-21,[0.12680714 0.17326581 0.18734498 0.32055542 0.19202667]
2014-08-22,[0.30657804 0.29945925 0.19475289 0.144174   0.05503581]
2014-08-25,[0.336334   0.37513205 0.18306755 0.07932384 0.02614251]
2014-08-26,[0.10763353 0.15340123 0.19849242 0.33531383 0.20515898]
2014-08-27,[0.6089668  0.20756839 0.08649721 0.05928764 0.03767999]
2014-08-28,[0.36267754 0.22164667 0.13754426 0.16917697 0.10895456]
2014-09-02,[0.19337423 0.29221097 0.31581774 0.15932955 0.03926757]
2014-09-03,[0.43148425 0.30110395 0.15447651 0.07397097 0.03896429]
2014-09-04,[0.21661995 0.27787638 0.27222383 0.18147707 0.05180271]
2014-09-05,[0.24927843 0.22865762 0.22202516 0.19960542 0.10043335]
2014-09-08,[0.21654883 0.30458847 0.25215492 0.17131716 0.05539069]
2014-09-09,[0.10464253 0.17195673 0.19793011 0.32169443 0.20377624]
2014-09-10,[0.14231987 0.14742073 0.14422397 0.30336353 0.26267186]
2014-09-11,[0.18222994 0.2566135  0.22599052 0.23526663 0.09989939]
2014-09-12,[0.43421957 0.31907612 0.1589507  0.06038177 0.02737181]
2014-09-15,[0.1020288  0.1670067  0.29483664 0.31753373 0.11859412]
2014-09-16,[0.33688715 0.35668063 0.20929667 0.0749006  0.02223499]
2014-09-17,[0.1189869  0.2059962  0.28710955 0.29601625 0.09189102]
2014-09-18,[0.03890327 0.08037727 0.1774958  0.4417538  0.26146984]
2014-09-22,[0.29775208 0.20887034 0.16810858 0.15927653 0.16599245]
2014-09-23,[0.36336234 0.24600393 0.17322281 0.12287855 0.09453237]
2014-09-25,[0.41475135 0.28782517 0.14192548 0.0976565  0.05784157]
2014-09-26,[0.4112907  0.2588029  0.10746053 0.12116178 0.10128401]
2014-09-29,[0.5672714  0.2308576  0.1136562  0.05742585 0.03078902]
2014-09-30,[0.20027816 0.20258471 0.21361491 0.2544985  0.12902369]
2014-10-01,[0.44703138 0.27474084 0.13796191 0.08629405 0.05397189]
2014-10-02,[0.19400421 0.19408198 0.2014543  0.26437104 0.14608844]
2014-10-03,[0.11839285 0.1898459  0.23246674 0.3097811  0.14951342]
2014-10-07,[0.18947802 0.33143866 0.24031985 0.18877481 0.04998869]
2014-10-08,[0.3115715  0.27552396 0.17565452 0.13644531 0.10080469]
2014-10-09,[0.5358224  0.27096897 0.11542679 0.04922096 0.02856084]
2014-10-10,[0.5012309  0.23897697 0.13920696 0.07430992 0.04627528]
2014-10-13,[0.40906766 0.2780791  0.15471686 0.09660386 0.06153252]
2014-10-14,[0.46722984 0.2761401  0.14492132 0.07306234 0.03864643]
2014-10-15,[0.1596555  0.2349489  0.23428726 0.24464749 0.12646087]
2014-10-16,[0.19546893 0.35131764 0.25398898 0.14457706 0.05464746]
2014-10-17,[0.04930088 0.16978851 0.29391065 0.34342924 0.14357072]
2014-10-20,[0.3013387  0.24101985 0.18913648 0.1411775  0.12732744]
2014-10-21,[0.06537455 0.13188018 0.26731476 0.36964583 0.16578461]
2014-10-22,[0.01826791 0.05992787 0.2039291  0.54196066 0.17591444]
2014-10-23,[0.0533955  0.14303474 0.27347037 0.392478   0.13762131]
2014-10-24,[0.47757182 0.28341767 0.12108329 0.06835557 0.04957164]
2014-10-27,[0.44728652 0.3120731  0.157736   0.0595774  0.02332696]
2014-10-28,[0.03109461 0.03785113 0.0858269  0.35532752 0.4898999 ]
2014-10-30,[0.21459207 0.18527906 0.17272277 0.23175567 0.19565052]
2014-10-31,[0.15531857 0.17818372 0.1804847  0.24483383 0.2411792 ]
2014-11-03,[0.17233272 0.15033992 0.16343574 0.27842626 0.23546532]
2014-11-04,[0.5359446  0.2638151  0.13247548 0.04778911 0.01997579]
2014-11-05,[0.7427773  0.18528754 0.04685186 0.01654872 0.00853455]
2014-11-06,[0.23604482 0.3403289  0.20706257 0.14777169 0.068792  ]
2014-11-07,[0.06403106 0.0694508  0.1590131  0.38375247 0.32375252]
2014-11-10,[0.23186298 0.22093451 0.16763964 0.22346763 0.1560953 ]
2014-11-11,[0.07966998 0.28048572 0.36075634 0.23455001 0.04453795]
2014-11-12,[0.07249425 0.21151696 0.29211622 0.33122352 0.09264909]
2014-11-13,[0.08352835 0.18417113 0.31530118 0.31155863 0.10544071]
2014-11-14,[0.09098028 0.16108948 0.24246658 0.33584106 0.1696226 ]
2014-11-17,[0.06391064 0.09002905 0.17679313 0.35729033 0.31197682]
2014-11-18,[0.14077257 0.11433772 0.12501593 0.29826397 0.32160985]
2014-11-19,[0.08457863 0.17431277 0.21917737 0.33329165 0.1886396 ]
2014-11-20,[0.18066236 0.2705066  0.28237292 0.19625379 0.07020435]
2014-11-21,[0.1739963  0.22874825 0.21555214 0.28528374 0.09641946]
2014-11-24,[0.38304058 0.36132625 0.1458436  0.07522287 0.03456667]
2014-11-25,[0.12260038 0.1466071  0.18337692 0.33438376 0.21303184]
2014-11-26,[0.05936093 0.08736566 0.19021885 0.38195297 0.28110158]
2014-12-01,[0.26933175 0.11082113 0.08764575 0.16905434 0.36314708]
2014-12-02,[0.35359886 0.23833577 0.15097155 0.15272506 0.10436875]
2014-12-03,[0.14593075 0.1724019  0.2013191  0.3108202  0.16952807]
2014-12-04,[0.38583344 0.23438513 0.18183927 0.12532206 0.07262   ]
2014-12-05,[0.6238969  0.19531648 0.10489579 0.04971984 0.02617096]
2014-12-08,[0.64025897 0.19829403 0.08831032 0.04937863 0.02375804]
2014-12-09,[0.38667002 0.3280467  0.16111161 0.08377883 0.04039279]
2014-12-10,[0.30121493 0.30064225 0.23031498 0.1246177  0.0432101 ]
2014-12-11,[0.0706825  0.15543042 0.32866928 0.35172525 0.09349255]
2014-12-12,[0.01396184 0.02711349 0.11745419 0.46900824 0.37246224]
2014-12-15,[0.17893183 0.24530078 0.27184573 0.21989094 0.08403068]
2014-12-16,[0.47649625 0.2349399  0.1226197  0.08939848 0.07654566]
2014-12-17,[0.44821954 0.22352967 0.13472953 0.11045428 0.08306697]
2014-12-18,[0.07583569 0.17277713 0.26007995 0.3575978  0.13370946]
2014-12-19,[0.47786868 0.2607219  0.13164565 0.08974107 0.04002277]
2014-12-22,[0.02891986 0.06799765 0.20503765 0.5082355  0.18980932]
2014-12-23,[0.14164345 0.37803936 0.31979385 0.1346733  0.02585005]
2014-12-24,[0.0936693  0.12525143 0.17978358 0.33470246 0.26659322]
2014-12-26,[0.03691484 0.06819622 0.16582084 0.4481543  0.2809139 ]
2014-12-29,[0.20530301 0.19046392 0.1957944  0.25155333 0.15688533]
2014-12-30,[0.18925405 0.2913071  0.26415807 0.16344035 0.09184044]
2015-01-02,[0.13377896 0.14681804 0.18854226 0.3234399  0.20742087]
2015-01-05,[0.148878   0.15515822 0.18806392 0.29269    0.21520989]
2015-01-06,[0.4977326  0.29666635 0.11819953 0.0572126  0.0301889 ]
2015-01-07,[0.15739925 0.17965584 0.17129534 0.24800926 0.2436402 ]
2015-01-08,[0.32582906 0.28483206 0.18290843 0.11812092 0.08830955]
2015-01-09,[0.0432599  0.17301731 0.34011295 0.3418578  0.10175211]
2015-01-12,[0.2953524  0.2622857  0.18150392 0.18176399 0.07909396]
2015-01-13,[0.03670276 0.0576718  0.16469313 0.4540856  0.28684682]
2015-01-14,[0.09161111 0.16165707 0.22119093 0.34345585 0.1820851 ]
2015-01-15,[0.11392839 0.21186501 0.2655259  0.27647877 0.1322019 ]
2015-01-16,[0.45895842 0.24467547 0.1302758  0.10951177 0.05657848]
2015-01-20,[0.14724846 0.28046712 0.2495674  0.23826112 0.08445593]
2015-01-21,[0.39977133 0.30168378 0.1695078  0.0873906  0.04164645]
2015-01-22,[0.14629066 0.21174373 0.19203529 0.27284035 0.17708988]
2015-01-23,[0.08002371 0.12293182 0.19532323 0.37374133 0.22797984]
2015-01-26,[0.58375007 0.1935218  0.10472379 0.06521876 0.05278556]
2015-01-27,[0.48237526 0.30274191 0.11824935 0.05703904 0.03959442]
2015-01-28,[0.21271335 0.2150271  0.19112797 0.20226379 0.17886779]
2015-01-29,[0.5039298  0.31867504 0.11389049 0.04363323 0.01987139]
2015-01-30,[0.39643008 0.25543123 0.14492796 0.11386822 0.08934245]
2015-02-02,[0.22821687 0.22659971 0.20208706 0.24135107 0.10174534]
2015-02-03,[0.37629828 0.27729872 0.18221746 0.1185597  0.04562583]
2015-02-04,[0.04623117 0.09110709 0.16899486 0.3905637  0.3031032 ]
2015-02-05,[0.04623117 0.09110709 0.16899486 0.3905637  0.3031032 ]
2015-02-06,[0.21260673 0.25139114 0.23372802 0.21346463 0.0888095 ]
2015-02-09,[0.28118068 0.22493823 0.16542467 0.17531879 0.15313764]
2015-02-10,[0.23277816 0.27728486 0.23286955 0.1866969  0.07037052]
2015-02-11,[0.09562192 0.09650052 0.14384496 0.33173034 0.3323022 ]
2015-02-12,[0.2295984  0.33261207 0.23268823 0.15062237 0.0544789 ]
2015-02-13,[0.42175266 0.30892038 0.16155586 0.07965931 0.0281118 ]
2015-02-17,[0.21847558 0.22372751 0.19703469 0.23229052 0.1284717 ]
2015-02-18,[0.23185945 0.26170334 0.18284592 0.19509242 0.12849882]
2015-02-19,[0.5234956  0.24463916 0.12481324 0.06904741 0.03800457]
2015-02-20,[0.22328313 0.23730029 0.2127454  0.21369863 0.11297259]
2015-02-23,[0.18082578 0.23307826 0.21545842 0.23344934 0.13718824]
2015-02-24,[0.1660888  0.17602852 0.20942992 0.2746475  0.17380525]
2015-02-26,[0.41123247 0.26503766 0.16452125 0.10556901 0.05363958]
2015-02-27,[0.08790709 0.1388166  0.22971074 0.38779524 0.15577035]
2015-03-02,[0.3941124  0.29716498 0.18140335 0.08762715 0.0396921 ]
2015-03-03,[0.23602809 0.24934159 0.14154477 0.19029535 0.18279018]
2015-03-04,[0.18014708 0.15651554 0.13306868 0.23700702 0.2932617 ]
2015-03-05,[0.18014708 0.15651554 0.13306868 0.23700702 0.2932617 ]
2015-03-06,[0.178516   0.18677758 0.2494639  0.24050754 0.14473498]
2015-03-09,[0.17592262 0.18295372 0.21984221 0.2543744  0.16690707]
2015-03-10,[0.13993818 0.1942565  0.2619678  0.30489045 0.09894702]
2015-03-11,[0.20364718 0.36148325 0.3177557  0.09798096 0.01913289]
2015-03-12,[0.11924841 0.21860588 0.30306572 0.2380474  0.1210326 ]
2015-03-13,[0.3155195  0.37970284 0.20544857 0.07149712 0.02783196]
2015-03-16,[0.31584162 0.3051468  0.21435113 0.12212855 0.04253184]
2015-03-17,[0.5897046  0.26123872 0.09806896 0.03632278 0.01466491]
2015-03-18,[0.19520488 0.37526038 0.28506243 0.11618149 0.02829086]
2015-03-19,[0.13511433 0.17385367 0.16816534 0.27830392 0.24456269]
2015-03-20,[0.26215234 0.29215983 0.22278608 0.15210538 0.07079636]
2015-03-23,[0.30401322 0.22806543 0.19286752 0.16511011 0.10994366]
2015-03-24,[0.02432784 0.05686193 0.2182749  0.5031499  0.19738539]
2015-03-25,[0.14680433 0.19559088 0.24489631 0.28209686 0.13061166]
2015-03-26,[0.20771351 0.25960347 0.26222074 0.19585016 0.07461213]
2015-03-27,[0.48275268 0.19213775 0.09864603 0.09661432 0.12984924]
2015-03-30,[0.1146665  0.17481449 0.25758937 0.3244796  0.12844998]
2015-04-01,[0.15608968 0.17216331 0.23300596 0.29681516 0.14192598]
2015-04-02,[0.17348206 0.18513262 0.1814779  0.26698208 0.19292532]
2015-04-06,[0.4226072  0.30110973 0.16451319 0.07959803 0.03217181]
2015-04-08,[0.20041558 0.38072103 0.28097853 0.10880062 0.02908417]
2015-04-09,[0.17800727 0.2250032  0.2050917  0.24539195 0.14650588]
2015-04-10,[0.32966882 0.27287844 0.19661228 0.13264953 0.06819087]
2015-04-13,[0.1773811  0.30442363 0.23043966 0.1958599  0.09189568]
2015-04-14,[0.15144469 0.19691217 0.21101283 0.2620654  0.17856489]
2015-04-15,[0.08790489 0.24244575 0.35031214 0.26114392 0.05819335]
2015-04-16,[0.2549145  0.30394378 0.26561123 0.13487574 0.0406548 ]
2015-04-17,[0.4189216  0.33510777 0.1670143  0.05611132 0.02284506]
2015-04-20,[0.14218874 0.20202576 0.22289027 0.27179444 0.16110075]
2015-04-21,[0.24909902 0.4759937  0.20399441 0.05942787 0.01148508]
2015-04-22,[0.13277808 0.18014754 0.2244563  0.29438546 0.16823259]
2015-04-23,[0.13277808 0.18014754 0.2244563  0.29438546 0.16823259]
2015-04-24,[0.3609804  0.16351435 0.14020221 0.15328635 0.18201675]
2015-04-27,[0.399951   0.29641744 0.16275041 0.07556158 0.06531951]
2015-04-28,[0.15263622 0.21808168 0.19103669 0.2683473  0.16989815]
2015-04-29,[0.2873139  0.42557865 0.21531227 0.05412249 0.01767262]
2015-04-30,[0.45505646 0.36039922 0.14522482 0.0314895  0.00783004]
2015-05-01,[0.29588073 0.40610692 0.1732804  0.08388671 0.04084517]
2015-05-04,[0.07346883 0.1770313  0.2924694  0.33834413 0.11868639]
2015-05-05,[0.04545174 0.09318313 0.22418164 0.43856913 0.19861437]
2015-05-07,[0.06761823 0.09600447 0.1479023  0.41717997 0.27129504]
2015-05-08,[0.06059141 0.07004054 0.1228639  0.3521435  0.39436066]
2015-05-11,[0.11877476 0.34547085 0.3549455  0.15424699 0.02656193]
2015-05-12,[0.06090927 0.12437011 0.24544428 0.3936583  0.175618  ]
2015-05-13,[0.07584646 0.17271608 0.23998816 0.35960707 0.15184225]
2015-05-14,[0.03152353 0.06970342 0.24975961 0.45141146 0.19760199]
2015-05-15,[0.20847598 0.24547824 0.2104444  0.22102126 0.11458009]
2015-05-18,[0.6280717  0.19018805 0.10602724 0.04919045 0.02652245]
2015-05-19,[0.5459842  0.2085879  0.11712402 0.08443149 0.04387242]
2015-05-20,[0.16599151 0.20832868 0.17669375 0.27646685 0.17251919]
2015-05-21,[0.16680837 0.30396765 0.2640766  0.19581462 0.06933276]
2015-05-22,[0.26951882 0.2694623  0.21573791 0.17333609 0.07194488]
2015-05-26,[0.03919398 0.10723059 0.25403786 0.41527498 0.1842626 ]
2015-05-27,[0.144378   0.15016364 0.21612044 0.3041694  0.18516852]
2015-05-28,[0.32214206 0.2599366  0.17770715 0.1571101  0.08310413]
2015-05-29,[0.24643095 0.22577192 0.19137987 0.19296247 0.1434548 ]
2015-06-01,[0.07894292 0.25209    0.3679618  0.25377017 0.04723515]
2015-06-02,[0.39540273 0.4446762  0.13337217 0.02095056 0.00559834]
2015-06-03,[0.17678598 0.16760044 0.17899936 0.29035357 0.18626064]
2015-06-04,[0.19086622 0.1884145  0.22061795 0.2656998  0.13440154]
2015-06-05,[0.1955243  0.24041364 0.2531628  0.2301188  0.08078051]
2015-06-08,[0.1459488  0.1771665  0.23393337 0.27733406 0.16561729]
2015-06-09,[0.15721515 0.1652741  0.21947052 0.29470164 0.16333857]
2015-06-10,[0.2770898  0.26903903 0.18744399 0.1722919  0.09413537]
2015-06-11,[0.09945173 0.13650766 0.19428554 0.32868367 0.24107137]
2015-06-12,[0.037002   0.09687224 0.24840215 0.42360425 0.1941194 ]
2015-06-15,[0.1679946  0.19327372 0.22971287 0.2604379  0.1485809 ]
2015-06-17,[0.2958322  0.3475236  0.22467303 0.09611783 0.03585329]
2015-06-18,[0.37617373 0.32061118 0.20325291 0.07554802 0.02441424]
2015-06-19,[0.30190215 0.35564274 0.19305088 0.10970733 0.03969696]
2015-06-22,[0.46564895 0.24435622 0.14823054 0.09665266 0.04511162]
2015-06-23,[0.43990493 0.23666206 0.14694142 0.10102684 0.07546473]
2015-06-24,[0.44558486 0.30007768 0.13822007 0.0774119  0.0387055 ]
2015-06-25,[0.3601078  0.25803414 0.19016145 0.13026106 0.06143551]
2015-06-26,[0.17370172 0.1846145  0.22063027 0.28325087 0.13780257]
2015-06-29,[0.2652229  0.28737116 0.25111786 0.14711152 0.04917651]
2015-06-30,[0.14145933 0.19368294 0.22773284 0.25337553 0.18374942]
2015-07-01,[0.37334237 0.34631348 0.1925383  0.06789345 0.01991242]
2015-07-02,[0.20947164 0.50449866 0.24464628 0.03587804 0.00550541]
2015-07-06,[0.24623352 0.33649814 0.24655393 0.12773857 0.04297581]
2015-07-07,[0.2262469  0.37671262 0.2580684  0.108578   0.03039413]
2015-07-08,[0.13844411 0.31498078 0.31127375 0.19420598 0.04109536]
2015-07-09,[0.27019256 0.2680378  0.18607435 0.17313974 0.10255557]
2015-07-10,[0.6236075  0.25010687 0.08170357 0.02987899 0.01470307]
2015-07-13,[0.35067537 0.260605   0.20769376 0.12864386 0.05238196]
2015-07-14,[0.15485787 0.23132579 0.31088772 0.2394643  0.06346432]
2015-07-15,[0.30259806 0.22182012 0.1724084  0.18981978 0.11335357]
2015-07-16,[0.1413069  0.21194372 0.2408043  0.28166887 0.12427628]
2015-07-17,[0.06219418 0.1711158  0.25675228 0.3655884  0.14434928]
2015-07-20,[0.4242315  0.28940177 0.17271698 0.07760589 0.03604376]
2015-07-21,[0.40024778 0.45008573 0.13594687 0.01145447 0.00226514]
2015-07-22,[0.27842906 0.36125964 0.23535727 0.09207124 0.0328828 ]
2015-07-23,[0.08219789 0.12301011 0.19251305 0.38122898 0.22105004]
2015-07-24,[0.27130845 0.24043426 0.20124435 0.18738434 0.0996286 ]
2015-07-27,[0.09764526 0.14660852 0.25172302 0.32610443 0.17791873]
2015-07-28,[0.33695915 0.23434843 0.18757865 0.14631903 0.09479473]
2015-07-29,[0.19032623 0.32022464 0.2762012  0.144055   0.06919296]
2015-07-30,[0.25499    0.359052   0.2513654  0.09083223 0.04376027]
2015-08-03,[0.17879036 0.18668786 0.17595856 0.21242797 0.24613526]
2015-08-04,[0.10117179 0.31841975 0.40698552 0.15272439 0.02069864]
2015-08-05,[0.1147519  0.31565234 0.3979221  0.15286694 0.01880672]
2015-08-06,[0.26249254 0.26838452 0.217401   0.17188592 0.07983597]
2015-08-07,[0.52306306 0.2813454  0.10402572 0.05775359 0.03381219]
2015-08-10,[0.20181726 0.15105866 0.17502071 0.23979548 0.23230782]
2015-08-11,[0.44687316 0.22117509 0.12171067 0.12319553 0.08704551]
2015-08-12,[0.6638095  0.22263528 0.06679188 0.03038087 0.0163825 ]
2015-08-13,[0.53980464 0.29702088 0.08781113 0.04931997 0.02604337]
2015-08-14,[0.19449632 0.2638131  0.21928664 0.22128338 0.10112061]
2015-08-17,[0.04994495 0.10879555 0.2411505  0.40216598 0.19794306]
2015-08-18,[0.38809174 0.28030574 0.14342414 0.11650244 0.07167586]
2015-08-19,[0.07599345 0.14348562 0.21679957 0.3625315  0.20118986]
2015-08-20,[0.43479916 0.29312423 0.14146243 0.07165356 0.05896064]
2015-08-21,[0.27268532 0.24190225 0.19139749 0.18505703 0.10895789]
2015-08-24,[0.44311064 0.3064483  0.11869483 0.08114073 0.05060558]
2015-08-25,[0.30619857 0.29675478 0.1841909  0.14417611 0.06867964]
2015-08-26,[0.23154338 0.21579759 0.16722202 0.2025583  0.18287869]
2015-08-27,[0.5386892  0.28426072 0.11222856 0.04313282 0.02168871]
2015-08-28,[0.50189567 0.32520643 0.11733539 0.03890786 0.01665466]
2015-08-31,[0.20623702 0.23050892 0.22203283 0.22687896 0.11434224]
2015-09-01,[0.22923866 0.2551729  0.24004993 0.19257128 0.08296728]
2015-09-02,[0.25595817 0.25423667 0.21747068 0.19541389 0.07692056]
2015-09-03,[0.53054935 0.24897663 0.109672   0.06544611 0.04535589]
2015-09-04,[0.11989059 0.15352759 0.19071099 0.3177689  0.218102  ]
2015-09-08,[0.04820905 0.05685579 0.10742681 0.2980476  0.4894608 ]
2015-09-09,[0.06218319 0.10778567 0.1739455  0.40311775 0.2529679 ]
2015-09-10,[0.17063102 0.13606608 0.15003388 0.23189855 0.3113705 ]
2015-09-11,[0.2374468  0.1872315  0.16870783 0.21579611 0.19081768]
2015-09-14,[0.16735849 0.2163365  0.22506484 0.26229727 0.1289428 ]
2015-09-15,[0.05611363 0.08971459 0.1774337  0.42715082 0.2495873 ]
2015-09-16,[0.13799906 0.15895842 0.16773272 0.3371151  0.19819465]
2015-09-17,[0.14116317 0.17918123 0.22180113 0.30045533 0.15739912]
2015-09-18,[0.65933216 0.24745333 0.06538625 0.01962395 0.00820428]
2015-09-21,[0.06709702 0.33552343 0.44840902 0.1338088  0.01516179]
2015-09-22,[0.0556158  0.2827758  0.46839297 0.17020486 0.02301063]
2015-09-24,[0.0392256  0.10366555 0.25572434 0.44905865 0.15232581]
2015-09-25,[0.36034125 0.27248836 0.1932183  0.1141955  0.05975658]
2015-09-28,[0.23413812 0.27970877 0.19516507 0.21354349 0.07744446]
2015-09-29,[0.17368835 0.29702285 0.20850617 0.1840837  0.136699  ]
2015-10-01,[0.2790593  0.32606688 0.2317217  0.12214421 0.04100791]
2015-10-02,[0.43265876 0.28369367 0.14243901 0.09107859 0.05012995]
2015-10-05,[0.07354726 0.07667031 0.1077865  0.22156225 0.52043366]
2015-10-06,[0.2803072  0.27476117 0.21255997 0.15843895 0.07393271]
2015-10-07,[0.4826055  0.30693135 0.14314881 0.04972286 0.01759146]
2015-10-08,[0.3944447  0.2998924  0.15390149 0.10398868 0.04777284]
2015-10-09,[0.3099227  0.27057832 0.21267585 0.1409727  0.0658504 ]
2015-10-12,[0.4776369  0.2909123  0.14055918 0.06807152 0.02282009]
2015-10-13,[0.20383331 0.2898332  0.28974724 0.17784779 0.03873853]
2015-10-14,[0.03176383 0.07822397 0.16265133 0.46334976 0.2640111 ]
2015-10-15,[0.07232518 0.12785973 0.21811055 0.39027557 0.19142906]
2015-10-16,[0.04494594 0.09172206 0.22119135 0.45897204 0.1831686 ]
2015-10-20,[0.20644437 0.22169347 0.227313   0.22665562 0.11789355]
2015-10-21,[0.30692127 0.26141846 0.20384055 0.14772485 0.08009484]
2015-10-22,[0.34782726 0.38289708 0.20325539 0.05373269 0.01228755]
2015-10-23,[0.3651497  0.38129357 0.15969534 0.05968053 0.03418084]
2015-10-26,[0.31248826 0.32467508 0.21962449 0.10772343 0.0354888 ]
2015-10-27,[0.18238334 0.2618994  0.23804876 0.21921012 0.09845837]
2015-10-28,[0.23100975 0.3965214  0.28075257 0.07849491 0.01322149]
2015-10-29,[0.0379574  0.05947486 0.0954924  0.37277317 0.43430215]
2015-10-30,[0.02931816 0.06950206 0.23892593 0.44957638 0.2126774 ]
2015-11-02,[0.27528983 0.21619253 0.20550391 0.17817366 0.12484011]
2015-11-03,[0.08243053 0.16559923 0.23699234 0.3279115  0.18706638]
2015-11-04,[0.2212265  0.36393103 0.23853193 0.13327874 0.0430318 ]
2015-11-05,[0.17321488 0.28724062 0.30842793 0.17822078 0.05289578]
2015-11-06,[0.2140773  0.29467618 0.27365667 0.16400772 0.0535822 ]
2015-11-09,[0.58420736 0.24673276 0.10403517 0.04564768 0.01937697]
2015-11-10,[0.13893542 0.20109148 0.26398605 0.29241875 0.10356826]
2015-11-11,[0.02116227 0.04417927 0.12703167 0.4632032  0.3444236 ]
2015-11-12,[0.06889721 0.09716084 0.1843478  0.41160738 0.23798677]
2015-11-13,[0.31594616 0.18853404 0.15004621 0.1899203  0.15555322]
2015-11-16,[0.32238954 0.29305464 0.18673514 0.14586267 0.05195808]
2015-11-17,[0.10179752 0.22004075 0.26349768 0.28799978 0.1266642 ]
2015-11-18,[0.04841349 0.14979517 0.28388086 0.3705628  0.14734767]
2015-11-19,[0.360989   0.2962705  0.2008779  0.10461704 0.03724562]
2015-11-20,[0.35196033 0.26115546 0.19515772 0.13584155 0.05588491]
2015-11-23,[0.7071043  0.21157041 0.05976495 0.01407657 0.00748366]
2015-11-24,[0.14348415 0.18311828 0.22285171 0.30969587 0.14085   ]
2015-11-25,[0.04977596 0.08724625 0.18823059 0.44728804 0.22745918]
2015-11-27,[0.31974095 0.32421163 0.19049065 0.1123158  0.05324102]
2015-11-30,[0.42194745 0.22301053 0.11648296 0.11207154 0.12648751]
2015-12-01,[0.05433134 0.23689985 0.49468347 0.19799772 0.01608761]
2015-12-02,[0.07071704 0.2951934  0.45301893 0.16760148 0.0134692 ]
2015-12-03,[0.17499904 0.4155308  0.30722746 0.08889817 0.01334452]
2015-12-04,[0.32922253 0.33143297 0.21312904 0.09559496 0.03062055]
2015-12-07,[0.04109954 0.05267069 0.09992603 0.31707892 0.48922476]
2015-12-08,[0.01919017 0.0375341  0.12984958 0.46450463 0.3489216 ]
2015-12-09,[0.17227817 0.15362166 0.18363902 0.26542702 0.22503415]
2015-12-10,[0.3301037  0.23938604 0.19880103 0.1573872  0.07432212]
2015-12-11,[0.24945492 0.20375991 0.16474183 0.2262282  0.15581511]
2015-12-14,[0.20605372 0.20365214 0.23549603 0.25549254 0.09930553]
2015-12-15,[0.25466126 0.22248048 0.17255491 0.21656895 0.13373443]
2015-12-16,[0.02654498 0.08978982 0.26183945 0.47776058 0.1440652 ]
2015-12-17,[0.22962707 0.4177076  0.23584348 0.09134278 0.0254791 ]
2015-12-18,[0.3727832  0.3728893  0.15478379 0.06867974 0.03086394]
2015-12-21,[0.25436565 0.20688005 0.19376473 0.23006922 0.11492036]
2015-12-22,[0.3876649  0.22814871 0.13375437 0.13392591 0.11650611]
2015-12-23,[0.21997234 0.33097    0.23339416 0.1460347  0.06962875]
2015-12-24,[0.14488903 0.2628297  0.2443972  0.24139898 0.10648511]
2015-12-28,[0.23874636 0.26609212 0.19846307 0.1836118  0.11308673]
2015-12-29,[0.17387538 0.24025285 0.23233512 0.20556433 0.14797235]
2015-12-30,[0.20363922 0.3044512  0.26143157 0.1443067  0.08617128]
2016-01-04,[0.07948942 0.10768719 0.17411867 0.36750972 0.271195  ]
2016-01-05,[0.21958552 0.34786195 0.26484278 0.1297411  0.03796866]
2016-01-06,[0.21244965 0.4231212  0.25216132 0.08867863 0.02358913]
2016-01-07,[0.03634506 0.12091459 0.33233693 0.42024687 0.09015653]
2016-01-08,[0.10554298 0.1389714  0.16591269 0.36471352 0.22485933]
2016-01-11,[0.15866977 0.24233967 0.27307278 0.24395801 0.08195983]
2016-01-12,[0.09853143 0.1971039  0.37410918 0.27996293 0.05029255]
2016-01-13,[0.0513884  0.12130816 0.27316603 0.4193139  0.13482347]
2016-01-14,[0.04859642 0.0834631  0.21445033 0.42135426 0.2321359 ]
2016-01-15,[0.04237821 0.06283946 0.14469352 0.40843067 0.34165812]
2016-01-19,[0.06144197 0.10698611 0.1939772  0.42268252 0.21491227]
2016-01-20,[0.06074258 0.04622823 0.05548723 0.22618085 0.61136115]
2016-01-21,[0.01215404 0.01464485 0.02214057 0.17223068 0.77883   ]
2016-01-22,[0.19818525 0.20010228 0.20342885 0.21710785 0.1811757 ]
2016-01-25,[0.32742152 0.30795726 0.20323497 0.11161744 0.04976879]
2016-01-26,[0.31435636 0.39111164 0.2196055  0.05984987 0.01507668]
2016-01-27,[0.16304319 0.22407696 0.26635212 0.23121168 0.11531606]
2016-01-28,[0.11646939 0.1617127  0.21887633 0.2850864  0.21785511]
2016-01-29,[0.3356833  0.39569002 0.18463595 0.06320839 0.0207823 ]
